name_cyrillic,slug_latin,note,region,url
Белозорье,bilozirya,,cherkassy,https://myshtetl.org/vostok/bilozirya.html
Бурты,burty,,cherkassy,https://myshtetl.org/vostok/burty.html
Чигирин,chigirin,,cherkassy,https://myshtetl.org/vostok/chigirin.html
Драбов,drabov,,cherkassy,https://myshtetl.org/vostok/drabov.html
Гельмязов,gelmyazov,,cherkassy,https://myshtetl.org/vostok/gelmyazov.html
Ирклиев,irkliev,,cherkassy,https://myshtetl.org/vostok/irkliev.html
Ивангород,ivangorod,,cherkassy,https://myshtetl.org/vostok/ivangorod.html
Иваньки,ivanki,,cherkassy,https://myshtetl.org/vostok/ivanki.html
Мокрая Калигорка,kaligorka,,cherkassy,https://myshtetl.org/vostok/kaligorka.html
Каменка,kamenka_cher,,cherkassy,https://myshtetl.org/vostok/kamenka_cher.html
Канев,kanev,,cherkassy,https://myshtetl.org/vostok/kanev.html
Христиновка,khristinovka,,cherkassy,https://myshtetl.org/vostok/khristinovka.html
Худяки,khudyaky,,cherkassy,https://myshtetl.org/vostok/khudyaky.html
Княжа Криница,knyazha_krynytsia,,cherkassy,https://myshtetl.org/vostok/knyazha_krynytsia.html
Ладыжинка,ladyzhinka,,cherkassy,https://myshtetl.org/vostok/ladyzhinka.html
Лебедин,lebedyn_cherk,,cherkassy,https://myshtetl.org/vostok/lebedyn_cherk.html
Лукашевка,lukashevka,,cherkassy,https://myshtetl.org/vostok/lukashevka.html
Маньковка,mankovka,,cherkassy,https://myshtetl.org/vostok/mankovka.html
Матусов,matusov,,cherkassy,https://myshtetl.org/vostok/matusov.html
Медведевка,medvedovka,,cherkassy,https://myshtetl.org/vostok/medvedovka.html
Межирич,mezhirich_cherk,,cherkassy,https://myshtetl.org/vostok/mezhirich_cherk.html
Млиев,mliyiv,,cherkassy,https://myshtetl.org/vostok/mliyiv.html
Монастырище,monastyrishche,,cherkassy,https://myshtetl.org/vostok/monastyrishche.html
Мошны,moshny,,cherkassy,https://myshtetl.org/vostok/moshny.html
Орловец,orlovets,,cherkassy,https://myshtetl.org/vostok/orlovets.html
Рижановка,rizhanovka,,cherkassy,https://myshtetl.org/vostok/rizhanovka.html
Ротмистровка,rotmistrovka,,cherkassy,https://myshtetl.org/vostok/rotmistrovka.html
Русская Поляна,ruska_polyana,,cherkassy,https://myshtetl.org/vostok/ruska_polyana.html
Сарны,sarny,,cherkassy,https://myshtetl.org/vostok/sarny.html
Шендеровка,shenderovka,,cherkassy,https://myshtetl.org/vostok/shenderovka.html
Шпола,shpola,,cherkassy,https://myshtetl.org/vostok/shpola.html
Смела,smela,,cherkassy,https://myshtetl.org/vostok/smela.html
Стеблев,steblev,,cherkassy,https://myshtetl.org/vostok/steblev.html
Телепино,telepyne,,cherkassy,https://myshtetl.org/vostok/telepyne.html
Терлица,terlitsa,,cherkassy,https://myshtetl.org/vostok/terlitsa.html
Цибулев,tsybulev,,cherkassy,https://myshtetl.org/vostok/tsybulev.html
Умань - фотопрогулки,uman,,cherkassy,https://myshtetl.org/vostok/uman.html
Умань - история,uman2,,cherkassy,https://myshtetl.org/vostok/uman2.html
Веремиевка,veremievka,,cherkassy,https://myshtetl.org/vostok/veremievka.html
Вязовок,vyazivok,,cherkassy,https://myshtetl.org/vostok/vyazivok.html
Жаботин,zhabotyn,,cherkassy,https://myshtetl.org/vostok/zhabotyn.html
Золотоноша,zolotonosha,,cherkassy,https://myshtetl.org/vostok/zolotonosha.html
Борзна,borzna,,chernigov,https://myshtetl.org/vostok/borzna.html
Городня,gorodnya,,chernigov,https://myshtetl.org/vostok/gorodnya.html
Короп,korop,,chernigov,https://myshtetl.org/vostok/korop.html
Мена,mena,,chernigov,https://myshtetl.org/vostok/mena.html
Новгород-Северский,novgorod,,chernigov,https://myshtetl.org/vostok/novgorod.html
Новые Млыны,noviye_mlyny,,chernigov,https://myshtetl.org/vostok/noviye_mlyny.html
Сновск,snovsk,,chernigov,https://myshtetl.org/vostok/snovsk.html
Сосница,sosnitsa,,chernigov,https://myshtetl.org/vostok/sosnitsa.html
Babyn,babyn,,chernovtsy,https://myshtetl.org/chernovickaja/babyn.html
Balamutivka,balamutivka,,chernovtsy,https://myshtetl.org/chernovickaja/balamutivka.html
Банилов,banilov,,chernovtsy,https://myshtetl.org/chernovickaja/banilov.html
Banyliv,banilov_en,,chernovtsy,https://myshtetl.org/chernovickaja/banilov_en.html
Banyliv Pidhirnyy,banyliv_pidhirnyy,,chernovtsy,https://myshtetl.org/chernovickaja/banyliv_pidhirnyy.html
Берегомет,beregomet,,chernovtsy,https://myshtetl.org/chernovickaja/beregomet.html
Beregomet,beregomet_en,,chernovtsy,https://myshtetl.org/chernovickaja/beregomet_en.html
Бояны,boyany,,chernovtsy,https://myshtetl.org/chernovickaja/boyany.html
Boyany,boyany_en,,chernovtsy,https://myshtetl.org/chernovickaja/boyany_en.html
Черновцы,chernovcy,,chernovtsy,https://myshtetl.org/chernovickaja/chernovcy.html
Chudey,chudey,,chernovtsy,https://myshtetl.org/chernovickaja/chudey.html
Герца,gerca,,chernovtsy,https://myshtetl.org/chernovickaja/gerca.html
Gerca,gerca_en,,chernovtsy,https://myshtetl.org/chernovickaja/gerca_en.html
Hlyboka,hlyboka,,chernovtsy,https://myshtetl.org/chernovickaja/hlyboka.html
Хотын,hotyn,,chernovtsy,https://myshtetl.org/chernovickaja/hotyn.html
Hotyn,hotyn_en,,chernovtsy,https://myshtetl.org/chernovickaja/hotyn_en.html
Hrozyntsi,hrozyntsi,,chernovtsy,https://myshtetl.org/chernovickaja/hrozyntsi.html
Kelmentsi,kelmentsi,,chernovtsy,https://myshtetl.org/chernovickaja/kelmentsi.html
Кицмань,kicman,,chernovtsy,https://myshtetl.org/chernovickaja/kicman.html
Kitsman,kicman_en,,chernovtsy,https://myshtetl.org/chernovickaja/kicman_en.html
Klishkivtsi,klishkivtsi,,chernovtsy,https://myshtetl.org/chernovickaja/klishkivtsi.html
Kolinkivtsi,kolinkivtsi,,chernovtsy,https://myshtetl.org/chernovickaja/kolinkivtsi.html
Korytne,korytne,,chernovtsy,https://myshtetl.org/chernovickaja/korytne.html
Kostyntsi,kostyntsi,,chernovtsy,https://myshtetl.org/chernovickaja/kostyntsi.html
Krasnoputna,krasnoputna,,chernovtsy,https://myshtetl.org/chernovickaja/krasnoputna.html
Luzhany,luzhany,,chernovtsy,https://myshtetl.org/chernovickaja/luzhany.html
Malyy Kuchuriv,malyy_kuchuriv,,chernovtsy,https://myshtetl.org/chernovickaja/malyy_kuchuriv.html
Miliieve,miliieve,,chernovtsy,https://myshtetl.org/chernovickaja/miliieve.html
Nepolokivtsi,nepolokivtsi,,chernovtsy,https://myshtetl.org/chernovickaja/nepolokivtsi.html
Новоселица,novoselica_ch,,chernovtsy,https://myshtetl.org/chernovickaja/novoselica_ch.html
Novoselytsia,novoselica_ch_en,,chernovtsy,https://myshtetl.org/chernovickaja/novoselica_ch_en.html
Nyzhni Stanivtsi,nyzhni_stanivtsi,,chernovtsy,https://myshtetl.org/chernovickaja/nyzhni_stanivtsi.html
Onut,onut,,chernovtsy,https://myshtetl.org/chernovickaja/onut.html
Putyla,putyla,,chernovtsy,https://myshtetl.org/chernovickaja/putyla.html
Roztoky,roztoky,,chernovtsy,https://myshtetl.org/chernovickaja/roztoky.html
Rzhavyntsi,rzhavyntsi,,chernovtsy,https://myshtetl.org/chernovickaja/rzhavyntsi.html
Садгора,sadgora,,chernovtsy,https://myshtetl.org/chernovickaja/sadgora.html
Sadgora,sadgora_en,,chernovtsy,https://myshtetl.org/chernovickaja/sadgora_en.html
Seliatyn,seliatyn,,chernovtsy,https://myshtetl.org/chernovickaja/seliatyn.html
Sokyryany,sokyryany,,chernovtsy,https://myshtetl.org/chernovickaja/sokyryany.html
Старая Жадова,stara_zhadova,,chernovtsy,https://myshtetl.org/chernovickaja/stara_zhadova.html
Stara Zhadova,stara_zhadova_en,,chernovtsy,https://myshtetl.org/chernovickaja/stara_zhadova_en.html
Сторожинец,storozhinec,,chernovtsy,https://myshtetl.org/chernovickaja/storozhinec.html
Storozhynets,storozhinec_en,,chernovtsy,https://myshtetl.org/chernovickaja/storozhinec_en.html
Вашковцы,vashkovcy,,chernovtsy,https://myshtetl.org/chernovickaja/vashkovcy.html
Vashkivtsi,vashkovcy_en,,chernovtsy,https://myshtetl.org/chernovickaja/vashkovcy_en.html
Velykyy Kuchuriv,velykyy_kuchuriv,,chernovtsy,https://myshtetl.org/chernovickaja/velykyy_kuchuriv.html
Verenchanka,verenchanka,,chernovtsy,https://myshtetl.org/chernovickaja/verenchanka.html
Виженка,vizhenka,,chernovtsy,https://myshtetl.org/chernovickaja/vizhenka.html
Vizhenka,vizhenka_en,,chernovtsy,https://myshtetl.org/chernovickaja/vizhenka_en.html
Вижница,vizhnica,,chernovtsy,https://myshtetl.org/chernovickaja/vizhnica.html
Vyzhnytsia,vizhnica_en,,chernovtsy,https://myshtetl.org/chernovickaja/vizhnica_en.html
Zarozhany,zarozhany,,chernovtsy,https://myshtetl.org/chernovickaja/zarozhany.html
Заставна,zastavna,,chernovtsy,https://myshtetl.org/chernovickaja/zastavna.html
Zastavna,zastavna_en,,chernovtsy,https://myshtetl.org/chernovickaja/zastavna_en.html
Zveniachyn,zveniachyn,,chernovtsy,https://myshtetl.org/chernovickaja/zveniachyn.html
Каменское,dnepodzerzhinsk,,dnepr,https://myshtetl.org/dnepropetrovsk/dnepodzerzhinsk.html
Днепр,dnepr,,dnepr,https://myshtetl.org/dnepropetrovsk/dnepr.html
Ингулец,ingulec,,dnepr,https://myshtetl.org/dnepropetrovsk/ingulec.html
Излучистая,izluchistaya,,dnepr,https://myshtetl.org/dnepropetrovsk/izluchistaya.html
Каменка,kamenka,,dnepr,https://myshtetl.org/dnepropetrovsk/kamenka.html
Китайгород,kitaygorod_dn,,dnepr,https://myshtetl.org/dnepropetrovsk/kitaygorod_dn.html
Новоковно,novokovno,,dnepr,https://myshtetl.org/dnepropetrovsk/novokovno.html
Новомосковск,novomoskovsk,,dnepr,https://myshtetl.org/dnepropetrovsk/novomoskovsk.html
Новоподольск,novopodolsk,,dnepr,https://myshtetl.org/dnepropetrovsk/novopodolsk.html
Нововитебск,novovitebsk,,dnepr,https://myshtetl.org/dnepropetrovsk/novovitebsk.html
Новожитомир,novozhitomir,,dnepr,https://myshtetl.org/dnepropetrovsk/novozhitomir.html
Павлоград,pavlograd,,dnepr,https://myshtetl.org/dnepropetrovsk/pavlograd.html
Рудка,rudka,,dnepr,https://myshtetl.org/dnepropetrovsk/rudka.html
Синельниково,sinelnikovo,,dnepr,https://myshtetl.org/dnepropetrovsk/sinelnikovo.html
Соленое,solenoye,,dnepr,https://myshtetl.org/dnepropetrovsk/solenoye.html
Сталиндорфский национальный район,stalindorf,,dnepr,https://myshtetl.org/dnepropetrovsk/stalindorf.html
Старые Кодаки,stariye_kodaki,,dnepr,https://myshtetl.org/dnepropetrovsk/stariye_kodaki.html
Верхнеднепровск,verkhnedneprovsk,,dnepr,https://myshtetl.org/dnepropetrovsk/verkhnedneprovsk.html
Алчевск,alchevsk,,doneck,https://myshtetl.org/vostok/alchevsk.html
Дружковка,druzhkovka,,doneck,https://myshtetl.org/vostok/druzhkovka.html
Хлебодаровка,khlebodarovka,земледельческая колония №17,doneck,https://myshtetl.org/vostok/khlebodarovka.html
Прелестное,prelestnoye,,doneck,https://myshtetl.org/vostok/prelestnoye.html
Ровнополь,ravnopol,земледельческая колония №16,doneck,https://myshtetl.org/vostok/ravnopol.html
Святогорск,svyatogorsk,,doneck,https://myshtetl.org/vostok/svyatogorsk.html
Затишье,zatishye,земледельческая колония №15,doneck,https://myshtetl.org/vostok/zatishye.html
Bilshivtsi,bilshivtsi,,frankovsk,https://myshtetl.org/lvovskaja/bilshivtsi.html
Bohorodchany,bohorodchany,,frankovsk,https://myshtetl.org/lvovskaja/bohorodchany.html
Bolekhiv,bolekhiv_en,,frankovsk,https://myshtetl.org/lvovskaja/bolekhiv_en.html
Болехов,bolekhov,,frankovsk,https://myshtetl.org/lvovskaja/bolekhov.html
Bukachivtsi,bukachivtsi,,frankovsk,https://myshtetl.org/lvovskaja/bukachivtsi.html
Бурштын,burshtyn,,frankovsk,https://myshtetl.org/lvovskaja/burshtyn.html
Burshtyn,burshtyn_en,,frankovsk,https://myshtetl.org/lvovskaja/burshtyn_en.html
Chernelytsya,chernelytsya,,frankovsk,https://myshtetl.org/lvovskaja/chernelytsya.html
Deliatyn,deliatyn,,frankovsk,https://myshtetl.org/lvovskaja/deliatyn.html
Dolyna,dolyna,,frankovsk,https://myshtetl.org/lvovskaja/dolyna.html
Галич,galych,,frankovsk,https://myshtetl.org/lvovskaja/galych.html
Городенка,gorodenka,,frankovsk,https://myshtetl.org/lvovskaja/gorodenka.html
Halych,halych_en,,frankovsk,https://myshtetl.org/lvovskaja/halych_en.html
Horodenka,horodenka_en,,frankovsk,https://myshtetl.org/lvovskaja/horodenka_en.html
Hvizdets,hvizdets,,frankovsk,https://myshtetl.org/lvovskaja/hvizdets.html
Ивано-Франковск,ivanofrankovsk,,frankovsk,https://myshtetl.org/lvovskaja/ivanofrankovsk.html
Kalush,kalush,,frankovsk,https://myshtetl.org/lvovskaja/kalush.html
Khotymyr,khotymyr,,frankovsk,https://myshtetl.org/lvovskaja/khotymyr.html
Knyahynychi,knyahynychi,,frankovsk,https://myshtetl.org/lvovskaja/knyahynychi.html
Коломыя,kolomiya,,frankovsk,https://myshtetl.org/lvovskaja/kolomiya.html
Kolomyya,kolomyya_en,,frankovsk,https://myshtetl.org/lvovskaja/kolomyya_en.html
Kosiv,kosiv_en,,frankovsk,https://myshtetl.org/lvovskaja/kosiv_en.html
Косов,kosov,,frankovsk,https://myshtetl.org/lvovskaja/kosov.html
Kulachkivtsi,kulachkivtsi,,frankovsk,https://myshtetl.org/lvovskaja/kulachkivtsi.html
Куты,kuty,,frankovsk,https://myshtetl.org/lvovskaja/kuty.html
Kuty,kuty_en,,frankovsk,https://myshtetl.org/lvovskaja/kuty_en.html
Lanchyn,lanchyn,,frankovsk,https://myshtetl.org/lvovskaja/lanchyn.html
Lysets,lysets,,frankovsk,https://myshtetl.org/lvovskaja/lysets.html
Mariiampil,mariiampil,,frankovsk,https://myshtetl.org/lvovskaja/mariiampil.html
Mykulychyn,mykulychyn,,frankovsk,https://myshtetl.org/lvovskaja/mykulychyn.html
Nadvirna,nadvirna,,frankovsk,https://myshtetl.org/lvovskaja/nadvirna.html
Nyzhniv,nyzhniv,,frankovsk,https://myshtetl.org/lvovskaja/nyzhniv.html
Obertyn,obertyn,,frankovsk,https://myshtetl.org/lvovskaja/obertyn.html
Otyniya,otyniya,,frankovsk,https://myshtetl.org/lvovskaja/otyniya.html
Pechenizhyn,pechenizhyn,,frankovsk,https://myshtetl.org/lvovskaja/pechenizhyn.html
Perehinske,perehinske,,frankovsk,https://myshtetl.org/lvovskaja/perehinske.html
Pistyn,pistyn,,frankovsk,https://myshtetl.org/lvovskaja/pistyn.html
Rohatyn,rohatyn,,frankovsk,https://myshtetl.org/lvovskaja/rohatyn.html
Rozhniativ,rozhniativ,,frankovsk,https://myshtetl.org/lvovskaja/rozhniativ.html
Sniatyn,sniatyn_en,,frankovsk,https://myshtetl.org/lvovskaja/sniatyn_en.html
Снятин,snyatin,,frankovsk,https://myshtetl.org/lvovskaja/snyatin.html
Solotvyn,solotvyn,,frankovsk,https://myshtetl.org/lvovskaja/solotvyn.html
Tlumach,tlumach,,frankovsk,https://myshtetl.org/lvovskaja/tlumach.html
Tysmenytsya,tysmenytsya,,frankovsk,https://myshtetl.org/lvovskaja/tysmenytsya.html
Verkhovyna,verkhovyna,,frankovsk,https://myshtetl.org/lvovskaja/verkhovyna.html
Voynyliv,voynyliv,,frankovsk,https://myshtetl.org/lvovskaja/voynyliv.html
Yabluniv,yabluniv,,frankovsk,https://myshtetl.org/lvovskaja/yabluniv.html
Яремче,yaremche,,frankovsk,https://myshtetl.org/lvovskaja/yaremche.html
Yezupil,yezupil,,frankovsk,https://myshtetl.org/lvovskaja/yezupil.html
Zabolotiv,zabolotiv_en,,frankovsk,https://myshtetl.org/lvovskaja/zabolotiv_en.html
Заболотов,zabolotov,,frankovsk,https://myshtetl.org/lvovskaja/zabolotov.html
Харьков,kharkov,,kharkov,https://myshtetl.org/vostok/kharkov.html
Натальевка,natalievka,,kharkov,https://myshtetl.org/vostok/natalievka.html
Пархомовка,parkhomovka,,kharkov,https://myshtetl.org/vostok/parkhomovka.html
Шаровка,sharovka,,kharkov,https://myshtetl.org/vostok/sharovka.html
Аскания-Нова,askania_nova,,kherson,https://myshtetl.org/odesskaja/askania_nova.html
Херсон,kherson,,kherson,https://myshtetl.org/odesskaja/kherson.html
Аннополь,annopol,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/annopol.html
Балин,balin,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/balin.html
Базалия,bazaliya,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/bazaliya.html
Белогородка,belohorodka,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/belohorodka.html
Берездов,berezdov,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/berezdov.html
Буцни,butsni,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/butsni.html
Чемеровцы,chemerovcy,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/chemerovcy.html
Черче,cherche,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/cherche.html
Черный Остров,cherniy_ostrov,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/cherniy_ostrov.html
Деражня,derazhnya,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/derazhnya.html
Дунаевцы,dunaevcy,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/dunaevcy.html
Фельштын,felshtyn,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/felshtyn.html
Городок,gorodok,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/gorodok.html
Говоры,govory,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/govory.html
Грицев,gricev,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/gricev.html
Гусятин,husyatin_khm,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/husyatin_khm.html
Изяслав,izyaslav,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/izyaslav.html
Каменец-Под,kamenec,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/kamenec.html
Киликиев,kilikiev,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/kilikiev.html
Китайгород,kitaygorod,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/kitaygorod.html
Корница,kornica,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/kornica.html
Фрамполь,kosogorka,Косогорка,khmelnitskiy,https://myshtetl.org/khmelnitskaja/kosogorka.html
Красилов,krasilov,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/krasilov.html
Красностав,krasnostav,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/krasnostav.html
Кульчины,kulchiny,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/kulchiny.html
Кунев,kunev,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/kunev.html
Купель,kupel,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/kupel.html
Купин,kupin,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/kupin.html
Кузьмин,kuzmin,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/kuzmin.html
Лесоводы,lesovody,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/lesovody.html
Летичев,letichev,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/letichev.html
Летичевский укрепрайон,leur,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/leur.html
Лянцкорунь,lyanckorun,Заричанка,khmelnitskiy,https://myshtetl.org/khmelnitskaja/lyanckorun.html
Шатава,makov,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/makov.html
Малиевцы,malievcy,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/malievcy.html
Меджибож,medzhibozh,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/medzhibozh.html
Меджибож кладбище,medzhibozh2,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/medzhibozh2.html
Михалполь,mikhalpol,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/mikhalpol.html
Миньковцы,minkovcy,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/minkovcy.html
Николаев,nikolaev_khm,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/nikolaev_khm.html
Новая Ушица,novaya_ushica,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/novaya_ushica.html
Новоконстантинов,novokonstantinov,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/novokonstantinov.html
Новолабунь,novolabun,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/novolabun.html
Новоселица,novoselica_hm,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/novoselica_hm.html
Орынин,orynin,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/orynin.html
Острополь,ostropol,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/ostropol.html
Ожиговцы,ozhigovcy,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/ozhigovcy.html
Пилява,pilyava,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/pilyava.html
Полонное,polonnoye,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/polonnoye.html
Самчики,samchiki,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/samchiki.html
Сатанов,satanov,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/satanov.html
Сатанов кладбище,satanov_cemetery,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/satanov_cemetery.html
Сатанов кладбище2,satanov_cemetery2,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/satanov_cemetery2.html
Шепетовка,shepetovka,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/shepetovka.html
Славута,slavuta,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/slavuta.html
Смотрич,smotrich,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/smotrich.html
Снитовка,snitovka,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/snitovka.html
Соколец,sokolec,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/sokolec.html
Солобковцы,solobkovcy,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/solobkovcy.html
Старая Синява,staraya_sinyava,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/staraya_sinyava.html
Старая Ушица,staraya_ushica,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/staraya_ushica.html
Старый Майдан,stariy_maydan,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/stariy_maydan.html
Староконстантинов,staroconstantinov,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/staroconstantinov.html
Студеница,studenica,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/studenica.html
Судилков,sudilkov,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/sudilkov.html
Сутковцы,sutkovcy,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/sutkovcy.html
Тарноруда,tarnoruda,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/tarnoruda.html
Теофиполь,teofipol,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/teofipol.html
Великий Жванчик,velikiy_zhvanchik,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/velikiy_zhvanchik.html
Виньковцы,vinkovcy,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/vinkovcy.html
Волковинцы,volkovincy,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/volkovincy.html
Волочиск,volochisk,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/volochisk.html
Ямполь,yampol_hm,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/yampol_hm.html
Ярмолинцы,yarmolincy,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/yarmolincy.html
Замехов,zamekhov,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/zamekhov.html
Збриж,zbryzh,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/zbryzh.html
Жищенцы,zhischency,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/zhischency.html
Жванец,zhvanec,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/zhvanec.html
Зиньков,zinkov,,khmelnitskiy,https://myshtetl.org/khmelnitskaja/zinkov.html
Барышевка,baryshevka,,kiev,https://myshtetl.org/vostok/baryshevka.html
Бобер,bober,зем. кол.,kiev,https://myshtetl.org/vostok/bober.html
Бородянка,borodyanka,,kiev,https://myshtetl.org/vostok/borodyanka.html
Боярка и Будаевка,boyarka,,kiev,https://myshtetl.org/vostok/boyarka.html
Чернобыль,chernobyl,,kiev,https://myshtetl.org/vostok/chernobyl.html
Демиевка,demievka,,kiev,https://myshtetl.org/vostok/demievka.html
Горностайполь,gornostaypol,,kiev,https://myshtetl.org/vostok/gornostaypol.html
Гостомель,gostomel,,kiev,https://myshtetl.org/vostok/gostomel.html
Гребенки,grebenki,,kiev,https://myshtetl.org/vostok/grebenki.html
Игнатовка,ignatovka,,kiev,https://myshtetl.org/vostok/ignatovka.html
Карапыши,karapyshi,,kiev,https://myshtetl.org/vostok/karapyshi.html
Ходоров,khodorov_kiev,,kiev,https://myshtetl.org/vostok/khodorov_kiev.html
Киев,kiev,,kiev,https://myshtetl.org/vostok/kiev.html
Кодра,kodra,,kiev,https://myshtetl.org/vostok/kodra.html
Козин,kozyn,,kiev,https://myshtetl.org/vostok/kozyn.html
Медвин,medvin,,kiev,https://myshtetl.org/vostok/medvin.html
Мотыжин,motyzhyn,,kiev,https://myshtetl.org/vostok/motyzhyn.html
Мироновка,myronivka,,kiev,https://myshtetl.org/vostok/myronivka.html
Насташка,nastashka,,kiev,https://myshtetl.org/vostok/nastashka.html
Ольшаница,olshanytsya,,kiev,https://myshtetl.org/vostok/olshanytsya.html
Припять,pripyat,,kiev,https://myshtetl.org/vostok/pripyat.html
Росава,rosava,,kiev,https://myshtetl.org/vostok/rosava.html
Рожев,rozhev,,kiev,https://myshtetl.org/vostok/rozhev.html
Рудня-Бобрик,rudnya_bobrik,Максимовичи,kiev,https://myshtetl.org/vostok/rudnya_bobrik.html
Ситняковская,sitnyakovskaya,зем. кол.,kiev,https://myshtetl.org/vostok/sitnyakovskaya.html
Ставище,stavishche,,kiev,https://myshtetl.org/vostok/stavishche.html
Тетиев,tetiev,,kiev,https://myshtetl.org/vostok/tetiev.html
Трилесы,trylisy,,kiev,https://myshtetl.org/vostok/trylisy.html
Варовичи,varovichi,зем. кол.,kiev,https://myshtetl.org/vostok/varovichi.html
Василев,vasyliv,,kiev,https://myshtetl.org/vostok/vasyliv.html
Володарка,volodarka,,kiev,https://myshtetl.org/vostok/volodarka.html
Ясногородка,yasnogorodka,,kiev,https://myshtetl.org/vostok/yasnogorodka.html
Жидовская Гребля,zhidovska_greblya,Калиново,kiev,https://myshtetl.org/vostok/zhidovska_greblya.html
Александровка,aleksandrovka_kir,,kropivnitskiy,https://myshtetl.org/vostok/aleksandrovka_kir.html
Форостенская,forostenskaya,,kropivnitskiy,https://myshtetl.org/vostok/forostenskaya.html
Голованевск,golovanevsk,,kropivnitskiy,https://myshtetl.org/vostok/golovanevsk.html
Громоклей,gromokley,,kropivnitskiy,https://myshtetl.org/vostok/gromokley.html
Израилевка,izrailevka,,kropivnitskiy,https://myshtetl.org/vostok/izrailevka.html
Хащеватое,khaschuvatoye,,kropivnitskiy,https://myshtetl.org/vostok/khaschuvatoye.html
Крылов,krylov,,kropivnitskiy,https://myshtetl.org/vostok/krylov.html
